Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
1900-01-01 00:11:50.492993,1900-01-01 00:11:52.492993,"Zjedli, jeszcze zrobilam im herbaty.","They ate, I also made them some tea.",contentment,happiness,mild,5,informal,neutral,happiness,"Zjedli, jeszcze zrobilam im herbaty."
1900-01-01 00:11:52.492993,1900-01-01 00:11:54.492993,"Czekaj, czekaj.","Wait, wait.",impatience,anger,mild,2,informal,neutral,anger,"Czekaj, czekaj."
1900-01-01 00:11:54.492993,1900-01-01 00:11:56.492993,Ja ci to zrobie po mojemu.,I'll do it for you my way.,determination,neutral,moderate,6,informal,neutral,neutral,Ja ci to zrobie po mojemu.
1900-01-01 00:11:56.492993,1900-01-01 00:11:57.492993,Co znaczy?,What does it mean?,curiosity,neutral,mild,2,informal,surprise,surprise,Co znaczy?
1900-01-01 00:11:57.492993,1900-01-01 00:11:59.492993,Taki duzy dzban herbaty.,Such a big jug of tea.,wonder,surprise,mild,4,informal,disgust,surprise,Taki duzy dzban herbaty.
1900-01-01 00:11:59.492993,1900-01-01 00:12:02.492993,Ja po tej herbacie chyba cukrzykiem zostane.,"After this tea, I think I'll become diabetic.",exaggeration,surprise,mild,7,informal,neutral,surprise,Ja po tej herbacie chyba cukrzykiem zostane.
1900-01-01 00:12:02.492993,1900-01-01 00:12:05.492993,Takze dbala o mnie.,She also took care of me.,gratitude,happiness,mild,4,informal,happiness,happiness,także dbala o mnie.
1900-01-01 00:12:05.492993,1900-01-01 00:12:07.492993,"To mi sie podoba, za co jej dziekuje.","I like it, for which I thank her.",gratitude,happiness,mild,8,informal,happiness,happiness,"To mi się podoba, za co jej dziekuje."
1900-01-01 00:12:09.492993,1900-01-01 00:12:11.492993,Na pewno sie jakos tak poczulem lepiej.,I definitely somehow felt better.,relief,happiness,mild,7,informal,happiness,happiness,Na pewno się jakos tak poczulem lepiej.
1900-01-01 00:12:11.492993,1900-01-01 00:12:13.492993,To bylo mile z Izona.,That was nice with Izona.,appreciation,happiness,mild,5,informal,happiness,happiness,To było miłe z Izona.
1900-01-01 00:12:20.492993,1900-01-01 00:12:21.492993,"Siema, siema.","Hi, hi.",friendliness,happiness,mild,2,informal,neutral,happiness,"Siema, siema."
1900-01-01 00:12:21.492993,1900-01-01 00:12:23.492993,"Siema, siema, siema, siema.","Hi, hi, hi, hi.",greeting,neutral,neutral,4,informal,neutral,neutral,"Siema, siema, siema, siema."
1900-01-01 00:12:23.492993,1900-01-01 00:12:27.492993,Za wieczorkiem poszlismy do Hula Hula na nauke salsy.,In the evening we went to Hula Hula for salsa lessons.,interest,happiness,mild,9,informal,happiness,happiness,Za wieczorkiem poszlismy do Hula Hula na nauke salsy.
1900-01-01 00:12:30.492993,1900-01-01 00:12:32.492993,Jestes nienormalny.,You are abnormal.,contempt,disgust,moderate,2,informal,neutral,disgust,jesteś nienormalny.
1900-01-01 00:12:37.492993,1900-01-01 00:12:39.492993,"Troche Wojtek mnie wyciagnal na parkie dalej,","Wojtek kind of pulled me further onto the dance floor,",reluctance,neutral,mild,7,informal,neutral,neutral,"Troche Wojtek mnie wyciagnal na parkie dalej,"
1900-01-01 00:12:39.492993,1900-01-01 00:12:41.492993,a ja wczoraj bylam taka troche przymulona.,and yesterday I was kind of sluggish.,lethargy,sadness,mild,7,informal,sadness,sadness,a ja wczoraj bylam taka troche przymulona.
1900-01-01 00:12:42.492993,1900-01-01 00:12:45.492993,"Wojtek w ogole nie mial krokow zadnych, kompletnie.","Wojtek didn't have any steps at all, completely.",disappointment,sadness,moderate,8,informal,neutral,sadness,"Wojtek w ogóle nie mial krokow zadnych, kompletnie."
1900-01-01 00:12:45.492993,1900-01-01 00:12:47.492993,Po prostu deptal mnie albo ja jego.,He was just stepping on me or I was stepping on him.,annoyance,anger,mild,7,informal,disgust,anger,Po prostu deptal mnie albo ja jego.
1900-01-01 00:12:47.492993,1900-01-01 00:12:51.492993,A tez nie mialam za bardzo sily ani ochoty na takie rzeczy.,And I also didn't really have the strength or desire for such things.,apathy,sadness,mild,12,informal,neutral,sadness,A tez nie mialam za bardzo sily ani ochoty na takie rzeczy.
1900-01-01 00:12:51.492993,1900-01-01 00:12:53.492993,"To podeszlam do tej calej tancerki i powiedzialam,","So I approached that whole dancer and said,",recollection,neutral,neutral,8,informal,neutral,neutral,"To podeszlam do tej calej tancerki i powiedzialam,"
1900-01-01 00:12:53.492993,1900-01-01 00:12:56.492993,"wiesz co kolezanko, bo tutaj kolega nie potrafi sobie poradzic z krokami.","You know what, girlfriend, because our colleague here can't handle the steps.",condescension,disgust,mild,12,informal,disgust,disgust,"wiesz co kolezanko, bo tutaj kolega nie potrafi sobie poradzic z krokami."
1900-01-01 00:12:56.492993,1900-01-01 00:12:58.492993,Moze bys go czegos nauczyla.,Maybe you could teach him something.,suggestion,neutral,mild,5,informal,neutral,neutral,może bys go czegos nauczyla.
1900-01-01 00:13:00.492993,1900-01-01 00:13:05.492993,I zostawilam Wojtka w objeciach tej dziewczyny.,And I left Wojtek in the arms of that girl.,resignation,sadness,moderate,7,informal,disgust,sadness,I zostawilam Wojtka w objeciach tej dziewczyny.
1900-01-01 00:13:10.492993,1900-01-01 00:13:12.492993,"A potem przyszedl Wojtek i powiedzial,","And then Wojtek came and said,",anticipation,neutral,mild,6,informal,neutral,neutral,"A potem przyszedl Wojtek i powiedział,"
1900-01-01 00:13:12.492993,1900-01-01 00:13:14.492993,"ze ten ziomek, ktory z nia tanczyl, to jest jej maz.",that the guy who was dancing with her is her husband.,realization,surprise,mild,11,informal,disgust,surprise,"że ten ziomek, ktory z nią tanczyl, to jest jej maz."
1900-01-01 00:13:14.492993,1900-01-01 00:13:16.492993,Tak duzo pracujesz?,Do you work so much?,concern,sadness,mild,3,informal,surprise,surprise,tak duzo pracujesz?
1900-01-01 00:13:16.492993,1900-01-01 00:13:18.492993,To jest moj maz.,This is my husband.,affection,happiness,mild,4,informal,neutral,happiness,To jest mój maz.
1900-01-01 00:13:22.492993,1900-01-01 00:13:25.492993,Takze Wojtek nic nie powyrywal.,So Wojtek didn't tear anything out.,relief,happiness,mild,5,informal,neutral,happiness,także Wojtek nic nie powyrywał.
1900-01-01 00:13:27.492993,1900-01-01 00:13:30.492993,Chyba Ania sie tak najbardziej wczula w te salse.,I think Ania got the most into this salsa.,admiration,happiness,mild,9,informal,neutral,happiness,Chyba Ania się tak najbardziej wczula w te salse.
1900-01-01 00:13:30.492993,1900-01-01 00:13:33.492993,"Z jakims kubanczykiem mowila, ze tanczyla i w ogole.","She was talking with some Cuban guy, saying that she danced and all that.",reminiscence,neutral,neutral,9,informal,neutral,neutral,"Z jakimś kubanczykiem mowila, że tanczyla i w ogóle."
1900-01-01 00:13:36.492993,1900-01-01 00:13:39.492993,"Pyk, pyk, biederko, ciach, ciach, ciach.","Pyk, pyk, biederko, ciach, ciach, ciach.",playfulness,happiness,mild,6,informal,neutral,happiness,"Pyk, pyk, biederko, ciach, ciach, ciach."
1900-01-01 00:13:40.492993,1900-01-01 00:13:43.492993,"Najbardziej, ze troche sie tez tam pogrzala,","Mostly, that she also got a bit heated there,",irritation,anger,mild,7,informal,neutral,anger,"Najbardziej, że troche się tez tam pogrzala,"
1900-01-01 00:13:43.492993,1900-01-01 00:13:45.492993,tak ze salsa dla niej to byla...,so salsa for her was...,hesitation,neutral,neutral,7,informal,neutral,neutral,tak że salsa dla niej to byla...
1900-01-01 00:13:45.492993,1900-01-01 00:13:48.492993,"Weszla tam i byla u siebie w domu, nie?","She went in there and felt at home, right?",comfort,happiness,mild,9,informal,happiness,happiness,"Weszla tam i byla u siebie w domu, nie?"
1900-01-01 00:13:48.492993,1900-01-01 00:13:50.492993,"No, nie myslalam, ze tak sie schleje, kurwa.","Well, I didn't think I'd get so drunk, fuck.",regret,sadness,moderate,8,informal,disgust,anger,"No, nie myślałam, że tak się schleje, kurwa."
1900-01-01 00:13:50.492993,1900-01-01 00:13:52.492993,I sie schlalam strasznie.,And I got terribly drunk.,regret,sadness,moderate,4,informal,fear,sadness,I się schlalam strasznie.
1900-01-01 00:13:52.492993,1900-01-01 00:13:54.492993,"Sluchajcie, takze bedziemy teraz pili.","Listen, so now we will be drinking.",anticipation,happiness,mild,5,informal,neutral,happiness,"Sluchajcie, także bedziemy teraz pili."
1900-01-01 00:13:56.492993,1900-01-01 00:13:58.492993,Z godzinka jeliza sie skonczylo.,"In about an hour, Jeliza was finished.",resignation,sadness,mild,5,informal,neutral,sadness,Z godzinka jeliza się skonczylo.
1900-01-01 00:14:02.492993,1900-01-01 00:14:04.492993,"Przyszedl do nas Trybson i powiedzial,","Trybson came to us and said,",expectation,neutral,neutral,6,informal,neutral,neutral,"Przyszedl do nas Trybson i powiedział,"
1900-01-01 00:14:04.492993,1900-01-01 00:14:06.492993,"ze ma dwie dziewczyny, ktore idzie z nim zaradac.",that he has two girls who are going with him to make money.,boasting,happiness,mild,9,informal,neutral,happiness,"że ma dwie dziewczyny, które idzie z nim zaradac."
1900-01-01 00:14:06.492993,1900-01-01 00:14:09.492993,"No to tam poszlismy sobie na piecdziesiatke, napilismy sie,","So we went there for a shot, we had a drink,",reminiscence,neutral,neutral,9,informal,neutral,neutral,"No to tam poszlismy sobie na piecdziesiatke, napilismy się,"
1900-01-01 00:14:09.492993,1900-01-01 00:14:12.492993,"wrocilismy na bilard, zrobimy sobie party i kiepek.","We came back to play billiards, we'll have a party and a snack.",anticipation,happiness,mild,8,informal,neutral,happiness,"wrocilismy na bilard, zrobimy sobie party i kiepek."
1900-01-01 00:14:12.492993,1900-01-01 00:14:13.492993,To zachowalismy.,We kept it.,contentment,neutral,neutral,2,informal,neutral,neutral,To zachowalismy.
1900-01-01 00:14:13.492993,1900-01-01 00:14:14.492993,Wygralem.,I won.,triumph,happiness,intense,1,informal,happiness,happiness,Wygralem.
1900-01-01 00:14:14.492993,1900-01-01 00:14:15.492993,Wygrales.,You won.,triumph,happiness,moderate,1,informal,neutral,happiness,Wygrales.
1900-01-01 00:14:15.492993,1900-01-01 00:14:16.492993,Zaczynacie.,You are starting.,anticipation,neutral,neutral,1,informal,neutral,neutral,Zaczynacie.
1900-01-01 00:14:16.492993,1900-01-01 00:14:18.492993,"Ja juz wyczulem klimat, ze juz nic z tego nie bedzie,","I already sensed the vibe, that nothing will come of this,",resignation,sadness,moderate,11,informal,neutral,sadness,"Ja już wyczulem klimat, że już nic z tego nie bedzie,"
1900-01-01 00:14:18.492993,1900-01-01 00:14:20.492993,jak sobie wycielem delikatnie za bioderko.,how I gently cut myself by the hip.,reminiscence,neutral,mild,6,informal,fear,neutral,jak sobie wycielem delikatnie za bioderko.
1900-01-01 00:14:20.492993,1900-01-01 00:14:22.492993,Teraz bylo odstawienie reki.,Now there was a withdrawal of the hand.,observation,neutral,neutral,4,informal,neutral,neutral,Teraz było odstawienie reki.
1900-01-01 00:14:24.492993,1900-01-01 00:14:27.492993,Po prostu dziewczyny nie byly konkretne i tyle.,"The girls just weren't specific, that's all.",disappointment,sadness,mild,8,informal,neutral,sadness,Po prostu dziewczyny nie byly konkretne i tyle.
1900-01-01 00:14:28.492993,1900-01-01 00:14:30.492993,"Znaczy widzialam chwile smietane,","I mean, I saw the cream for a moment,",confusion,neutral,mild,4,informal,disgust,neutral,"Znaczy widzialam chwile smietane,"
1900-01-01 00:14:30.492993,1900-01-01 00:14:32.492993,ze se tam dreptal nozkami.,that he was shuffling his feet there.,amusement,happiness,mild,5,informal,disgust,happiness,że se tam dreptal nozkami.
1900-01-01 00:14:32.492993,1900-01-01 00:14:34.492993,"No smietana jakby nie patrzyc,","Well, sour cream no matter how you look at it,",resignation,neutral,mild,5,informal,disgust,neutral,"No smietana jakby nie patrzyc,"
1900-01-01 00:14:34.492993,1900-01-01 00:14:37.492993,"a on kiedys mi w ogole powiedzial, ze wyloczyl ten lejsem.",and he once even told me that he turned it off with that lace.,recollection,neutral,neutral,11,informal,neutral,neutral,"a on kiedys mi w ogóle powiedział, że wyloczyl ten lejsem."
1900-01-01 00:14:39.492993,1900-01-01 00:14:42.492993,"Po hulagu li pojechales pod te mety, tak?","After the party, did you go to those places, right?",curiosity,neutral,mild,8,informal,neutral,neutral,"Po hulagu li pojechales pod te mety, tak?"
1900-01-01 00:14:42.492993,1900-01-01 00:14:43.492993,Jezdzmy.,Let's ride.,readiness,neutral,neutral,1,informal,neutral,neutral,Jezdzmy.
1900-01-01 00:14:43.492993,1900-01-01 00:14:44.492993,Czesc.,Hello.,greeting,neutral,neutral,1,informal,neutral,neutral,Czesc.
1900-01-01 00:14:44.492993,1900-01-01 00:14:46.492993,"Albo na to, albo na inny.","Either for this one, or for another one.",indecision,neutral,neutral,6,informal,neutral,neutral,"Albo na to, albo na inny."
1900-01-01 00:14:52.492993,1900-01-01 00:14:55.492993,No po salcie to ja wrocilam sama praktycznie.,"Well, after the somersault, I practically came back by myself.",resignation,sadness,mild,8,informal,fear,sadness,No po salcie to ja wrocilam sama praktycznie.
1900-01-01 00:14:55.492993,1900-01-01 00:14:57.492993,No i to bylo tak.,"So, it was like this.",recollection,neutral,neutral,5,informal,neutral,neutral,No i to było tak.
1900-01-01 00:14:58.492993,1900-01-01 00:15:02.492993,"No po salcie to ja wrocilam sama praktycznie,","Well, after the somersault I practically came back by myself,",resignation,sadness,mild,8,informal,fear,sadness,"No po salcie to ja wrocilam sama praktycznie,"
1900-01-01 00:15:02.492993,1900-01-01 00:15:05.492993,bo naprawde nie czulam sie dobrze.,because I really didn't feel well.,discomfort,sadness,moderate,6,informal,sadness,sadness,bo naprawdę nie czulam się dobrze.
1900-01-01 00:15:05.492993,1900-01-01 00:15:06.492993,No opowiadaj.,"Come on, tell me.",curiosity,neutral,mild,2,informal,anger,neutral,No opowiadaj.
1900-01-01 00:15:06.985986,1900-01-01 00:15:12.985986,"To chuj nie no, Trypsa kurwa ze smietana juz wyrwali jakies kurwa laski, nie wiadomo czy z nimi nie przyjada.","Well, fuck, Trypsa and the guys with the cream already picked up some fucking girls, it's not clear if they're coming with them.",frustration,anger,moderate,20,informal,disgust,anger,"To chuj nie no, Trypsa kurwa że smietana już wyrwali jakieś kurwa laski, nie wiadomo czy z nimi nie przyjada."
1900-01-01 00:15:15.985986,1900-01-01 00:15:17.985986,Anka oczywiscie juz jest pijana i tam...,Anka is of course already drunk and there...,judgment,disgust,mild,7,informal,neutral,disgust,Anka oczywiście już jest pijana i tam...
1900-01-01 00:15:19.985986,1900-01-01 00:15:24.985986,"I w ogole Wojtek ze mna caly czas siedzial, nie? Ale ja zamulona jestem, nie chcialam sie w chuj, nie?","And anyway, Wojtek was sitting with me the whole time, right? But I'm sluggish, I really didn't feel like it, you know?",apathy,sadness,moderate,20,informal,neutral,anger,"I w ogóle Wojtek że mna caly czas siedzial, nie? Ale ja zamulona jestem, nie chcialam się w chuj, nie?"
1900-01-01 00:15:24.985986,1900-01-01 00:15:32.985986,"Ale jak juz zobaczylam ludzi, ktorych kocham i ktorzy tutaj ze mna sa, moje dwie myszki, to zaraz zwrocil mi w ogole humor.","But when I saw the people I love and who are here with me, my two little mice, my mood immediately improved.",relief,happiness,moderate,23,formal,happiness,happiness,"Ale jak już zobaczylam ludzi, ktorych kocham i ktorzy tutaj że mna są, moje dwie myszki, to zaraz zwrócił mi w ogóle humor."
1900-01-01 00:15:32.985986,1900-01-01 00:15:37.985986,"Spedzilam wieczor na opowiadaniu sobie opowiesci dziwnych tresci, mam nadzieje, ze tego nie puscicie.","I spent the evening telling myself stories of strange content, I hope you won't let this slip.",apprehension,fear,mild,14,informal,surprise,surprise,"Spedzilam wieczor na opowiadaniu sobie opowiesci dziwnych treści, mam nadzieje, że tego nie puscicie."
1900-01-01 00:15:38.985986,1900-01-01 00:15:44.985986,"A wiecie co kiedys zrobilam? Wsiadalam do autobusu, ogolnie mialam goraczke, spoznilam sie w chuj, nie?","And do you know what I once did? I was getting on the bus, I had a fever in general, I was really fucking late, right?",frustration,anger,moderate,16,informal,anger,anger,"A wiecie co kiedys zrobilam? Wsiadalam do autobusu, ogólnie mialam goraczke, spoznilam się w chuj, nie?"
1900-01-01 00:15:44.985986,1900-01-01 00:15:49.985986,"I biegne, biegne, wybiegam z ulicy, a patrze, autobus jedzie, nie? Tutaj, tak biegne.","And I run, I run, I run out of the street, and I look, the bus is coming, right? Here, I'm running like this.",urgency,fear,moderate,14,informal,fear,fear,"I biegne, biegne, wybiegam z ulicy, a patrze, autobus jedzie, nie? tutaj, tak biegne."
1900-01-01 00:15:49.985986,1900-01-01 00:15:52.985986,"Ale biegne, patrze, zatrzymal sie dla mnie specjalnie, nie?","But I'm running, I look, he stopped just for me, right?",gratitude,happiness,mild,9,informal,anger,happiness,"Ale biegne, patrze, zatrzymal się dla mnie specjalnie, nie?"
1900-01-01 00:15:52.985986,1900-01-01 00:15:58.985986,"Wchodze do tego autobusu, wchodze po tych schodach, takie sa schody do tych PKS-u, nie?","I get on this bus, I go up these stairs, there are these stairs to the PKS, right?",recollection,neutral,neutral,15,informal,neutral,neutral,"Wchodze do tego autobusu, wchodze po tych schodach, takie są schody do tych PKS-u, nie?"
1900-01-01 00:15:58.985986,1900-01-01 00:16:03.985986,"I mowie, poprosze, a on odjechal, a ja jestem tutaj.","And I say, please, and he drove away, and I am here.",abandonment,sadness,moderate,10,informal,neutral,sadness,"I mowie, poprosze, a on odjechal, a ja jestem tutaj."
1900-01-01 00:16:03.985986,1900-01-01 00:16:07.985986,"Przewrocilam sie tak strasznie, ze jak sie idzie, sa te miejsca w siedzeniach, nie?","I fell down so badly, you know when you walk, there are those spots in the seats, right?",embarrassment,sadness,moderate,14,informal,sadness,sadness,"Przewrocilam się tak strasznie, że jak się idzie, są te miejsca w siedzeniach, nie?"
1900-01-01 00:16:07.985986,1900-01-01 00:16:09.985986,"Tu sa siedzenia, a tu sie idzie, nie?","Here are the seats, and here you walk, right?",clarification,neutral,neutral,8,informal,neutral,neutral,"Tu są siedzenia, a tu się idzie, nie?"
1900-01-01 00:16:09.985986,1900-01-01 00:16:11.985986,To sie przewrocilam tak.,So I fell over like this.,embarrassment,sadness,mild,4,informal,neutral,sadness,To się przewrocilam tak.
1900-01-01 00:16:11.985986,1900-01-01 00:16:17.985986,"Ja bym caly autobus, bo to bylo po feriach, tych moich znajomych i wszyscy w smiech, a ja leze.","I would (have) the whole bus, because it was after the holidays, with my friends and everyone is laughing, and I'm lying down.",embarrassment,sadness,moderate,19,informal,neutral,sadness,"Ja bym caly autobus, bo to było po feriach, tych moich znajomych i wszyscy w smiech, a ja leze."
1900-01-01 00:16:17.985986,1900-01-01 00:16:18.985986,I leze.,And I am lying down.,resignation,neutral,neutral,2,informal,anger,neutral,I leze.
1900-01-01 00:16:18.985986,1900-01-01 00:16:24.985986,"Bo my mamy swoja faze, my to czujemy, my kurwa smiejemy sie, wczoraj sie smialysmy, ze jak wrocimy do domu,","Because we have our own vibe, we feel it, we fucking laugh, yesterday we laughed that when we get home,",amusement,happiness,moderate,20,informal,happiness,happiness,"Bo my mamy swoja faze, my to czujemy, my kurwa smiejemy się, wczoraj się smialysmy, że jak wrocimy do domu,"
1900-01-01 00:16:25.985986,1900-01-01 00:16:27.985986,"no bedzie glupio tak, nie? Wsiasc do tramwaju.","it will be stupid like that, right? To get on the tram.",embarrassment,sadness,mild,8,informal,anger,sadness,"no bedzie głupio tak, nie? Wsiasc do tramwaju."
1900-01-01 00:16:27.985986,1900-01-01 00:16:31.985986,"Wiesz, normalnie, wiesz, wsiadasz do tramwaju z taka lipa, nie?","You know, normally, you know, you get on the tram with such a bummer, right?",resignation,sadness,mild,10,informal,neutral,neutral,"wiesz, normalnie, wiesz, wsiadasz do tramwaju z taka lipa, nie?"
1900-01-01 00:16:31.985986,1900-01-01 00:16:37.985986,"Wiesz, tu ekipa z Warszawy w ogole, kurwa, ostro, sesje zdjeciowe do nas, a wsiadasz do tramwaju, wiesz, i jedziesz.","You know, here the crew from Warsaw, like, damn, it's intense, photo shoots for us, and you get on the tram, you know, and you go.",bewilderment,surprise,moderate,20,informal,anger,anger,"wiesz, tu ekipą z Warszawy w ogóle, kurwa, ostro, sesje zdjeciowe do nas, a wsiadasz do tramwaju, wiesz, i jedziesz."
1900-01-01 00:16:38.985986,1900-01-01 00:16:40.985986,Ja bym chciala jezdzic puchami.,I would like to ride in the fluffies.,wishfulness,happiness,mild,5,informal,happiness,happiness,Ja bym chciala jezdzic puchami.
1900-01-01 00:16:40.985986,1900-01-01 00:16:42.985986,"Ja bym sie tak chujowo czula, bo ludzie beda...","I would feel so shitty, because people will...",dread,fear,moderate,9,informal,sadness,anger,"Ja bym się tak chujowo czula, bo ludzie beda..."
1900-01-01 00:16:44.985986,1900-01-01 00:16:45.985986,"Ja bede siedziala, a oni wszyscy...","I will be sitting, and they all...",resignation,sadness,mild,6,informal,neutral,sadness,"Ja bede siedziala, a oni wszyscy..."
1900-01-01 00:16:46.985986,1900-01-01 00:16:52.985986,"I po nich slyszales, pojechala, to jedzie puchom, a byla w programie w Warszawie.","And after them you heard, she left, so she's going by train, and she was on a show in Warsaw.",recollection,neutral,neutral,14,informal,neutral,neutral,"I po nich slyszales, pojechala, to jedzie puchom, a byla w programie w Warszawie."
1900-01-01 00:16:52.985986,1900-01-01 00:16:57.985986,"I dojdzie dla mnie taka szydera i kurwa, wiesz, i tak sobie napierdalasz.","And then I get this kind of mockery and fuck, you know, and you just keep going like that.",resentment,anger,moderate,13,informal,anger,anger,"I dojdzie dla mnie taka szydera i kurwa, wiesz, i tak sobie napierdalasz."
1900-01-01 00:16:57.985986,1900-01-01 00:17:02.985986,"No i smialysmy sie z Eliza wczoraj, ze kurwa, ze tak, cisniemy sobie, nie?","And we laughed with Eliza yesterday, like, fuck, yeah, we tease each other, right?",amusement,happiness,moderate,14,informal,happiness,happiness,"No i smialysmy się z Eliza wczoraj, że kurwa, że tak, cisniemy sobie, nie?"
1900-01-01 00:17:02.985986,1900-01-01 00:17:06.985986,"Tramwajem bedziemy sobie zapierdalac, jak wrocimy do domu i bedziemy sie obijac o ludzi.",We'll be fucking riding the tram when we get home and bumping into people.,impatience,anger,moderate,14,informal,anger,anger,"Tramwajem bedziemy sobie zapierdalac, jak wrocimy do domu i bedziemy się obijac o ludzi."
1900-01-01 00:17:06.985986,1900-01-01 00:17:07.985986,"Przepraszam, przepraszam.","I'm sorry, I'm sorry.",remorse,sadness,moderate,2,informal,sadness,sadness,"przepraszam, przepraszam."
1900-01-01 00:17:12.985986,1900-01-01 00:17:14.985986,Ale gorsza taka prawda.,But such a truth is worse.,resignation,sadness,moderate,4,informal,disgust,sadness,Ale gorsza taka prawda.
1900-01-01 00:17:14.985986,1900-01-01 00:17:20.985986,"Bo w autobusie, w Warszawie, jak doda gazu, to jedziesz tak, a jak hamuje, to tak.","Because on the bus, in Warsaw, when the driver accelerates, you go like this, and when he brakes, you go like that.",resignation,neutral,neutral,16,informal,neutral,neutral,"Bo w autobusie, w Warszawie, jak doda gazu, to jedziesz tak, a jak hamuje, to tak."
1900-01-01 00:17:20.985986,1900-01-01 00:17:21.985986,I wszyscy tak samo robia.,And everyone does the same.,resignation,sadness,mild,5,informal,neutral,sadness,I wszyscy tak samo robia.
1900-01-01 00:17:21.985986,1900-01-01 00:17:22.985986,I to jest takie fajne.,And this is so cool.,appreciation,happiness,mild,5,informal,happiness,happiness,I to jest takie fajne.
1900-01-01 00:17:23.985986,1900-01-01 00:17:25.985986,"Ej, no mi to byc tak glupio.","Hey, it's not supposed to be so stupid for me.",embarrassment,sadness,moderate,7,informal,disgust,sadness,"Ej, no mi to byc tak głupio."
1900-01-01 00:17:34.985986,1900-01-01 00:17:40.985986,W tym meczu wlasnie dopilam sie i chwile gdzies tam sie pobawilismy.,"In this match, I just finished my drink and we had some fun somewhere for a while.",contentment,happiness,mild,12,informal,happiness,happiness,W tym meczu właśnie dopilam się i chwile gdzies tam się pobawilismy.
1900-01-01 00:17:41.985986,1900-01-01 00:17:47.985986,"Nieudany balet, nieudany balet, nieudany to byl balet.","Unsuccessful ballet, unsuccessful ballet, it was an unsuccessful ballet.",disappointment,sadness,moderate,8,informal,sadness,sadness,"Nieudany balet, nieudany balet, nieudany to byl balet."
1900-01-01 00:17:47.985986,1900-01-01 00:17:48.985986,Juz?,Already?,impatience,surprise,mild,1,informal,surprise,surprise,już?
1900-01-01 00:17:48.985986,1900-01-01 00:17:49.985986,Juz.,Already.,impatience,neutral,mild,1,informal,neutral,neutral,już.
1900-01-01 00:18:11.985986,1900-01-01 00:18:12.985986,Dzien dobry!,Good morning!,greeting,neutral,neutral,2,informal,happiness,happiness,Dzien dobry!
1900-01-01 00:18:14.985986,1900-01-01 00:18:16.985986,Mam dla Was bardzo dobre wiesci tak naprawde.,I actually have very good news for you.,optimism,happiness,moderate,8,informal,happiness,happiness,Mam dla Was bardzo dobre wiesci tak naprawdę.
1900-01-01 00:18:17.985986,1900-01-01 00:18:21.985986,"Dostalismy informacje, ze we wtorek o dzien dwudziestej bedziemy mieli gosci.",We received information that on Tuesday at 8 p.m. we will have guests.,expectation,surprise,mild,11,informal,neutral,surprise,"Dostalismy informacje, że we wtorek o dzien dwudziestej bedziemy mieli gosci."
1900-01-01 00:18:21.985986,1900-01-01 00:18:27.985986,"I jestem mega bardzo szczesliwa, poniewaz sa to czlonkowie Egyptu Castle.","And I am super very happy, because these are the members of Egypt Castle.",joy,happiness,intense,11,informal,happiness,happiness,"I jestem mega bardzo szczesliwa, poniewaz są to czlonkowie Egyptu Castle."
1900-01-01 00:18:28.985986,1900-01-01 00:18:34.985986,"Ludzie tam kurwa z Newcastle w ogole, gdzie wszyscy o nich trabia i tak dalej, przyjada nas poznac.","People there, fucking from Newcastle, where everyone is talking about them and so on, will come to meet us.",anticipation,surprise,moderate,18,informal,anger,anger,"Ludzie tam kurwa z Newcastle w ogóle, gdzie wszyscy o nich trabia i tak dalej, przyjada nas poznac."
1900-01-01 00:18:34.985986,1900-01-01 00:18:38.985986,"Wszyscy bylismy niesamowicie ciekawi, jak oni wygladaja i jak sa naprawde.",We were all incredibly curious about what they look like and what they are really like.,curiosity,surprise,intense,11,informal,surprise,surprise,"wszyscy bylismy niesamowicie ciekawi, jak oni wygladaja i jak są naprawdę."
1900-01-01 00:18:38.985986,1900-01-01 00:18:40.985986,"Ciekawe kto przyjedzie teraz, nie?","I wonder who will come now, right?",curiosity,surprise,mild,5,informal,surprise,neutral,"Ciekawe kto przyjedzie teraz, nie?"
1900-01-01 00:18:40.985986,1900-01-01 00:18:42.985986,"Chcialam, zeby gaz i szary przyjechali.",I wanted gas and gray to come.,longing,sadness,mild,6,informal,sadness,sadness,"Chcialam, żeby gaz i szary przyjechali."
1900-01-01 00:18:42.985986,1900-01-01 00:18:44.985986,"Bardziej bym wolala, zeby to bylo wczoraj.",I would have preferred it to be yesterday.,regret,sadness,mild,7,informal,neutral,sadness,"bardziej bym wolala, żeby to było wczoraj."
1900-01-01 00:18:44.985986,1900-01-01 00:18:45.985986,Wczoraj to bylo wczoraj.,Yesterday was yesterday.,acceptance,neutral,neutral,4,informal,neutral,neutral,Wczoraj to było wczoraj.
1900-01-01 00:18:45.985986,1900-01-01 00:18:46.985986,Wczoraj to bylo wczoraj.,Yesterday was yesterday.,acceptance,neutral,neutral,4,informal,neutral,neutral,Wczoraj to było wczoraj.
1900-01-01 00:18:46.985986,1900-01-01 00:18:47.985986,Wczoraj to bylo wczoraj.,Yesterday was yesterday.,acceptance,neutral,neutral,4,informal,neutral,neutral,Wczoraj to było wczoraj.
